,stripped,readable
878,wet season mark even end october future bulletin contain next season start,"The wet season is marked as 20212022 because even if it ends in October, future bulletins will contain the next season that starts in 2022."
879,rule thumb take first year basic year,Rule of thumb: Take the first year as the basic year (e.g.
880,count statistic,"2021), which is counted as the statistics."
881,look first page table,Looking at the first page and table.
882,dr fall say say volume credit volume credit last year,Dr. Fall says it says that the volume of credit for 2021 is only 35% of the volume of credit in the last year.
883, bad,Isn t that bad!
884,yes bad,"Yes, it s bad!"
885,unexpected expect area cultivate would increase unfortunately case,"It was unexpected they expected that the area cultivated would increase, and unfortunately that wasn t the case."
886,mean either cropping area reduce farmer repay last season get much credit,"This means that either the cropping area has reduced, or farmers didn t repay the last season and they didn t get as much credit."
887,really want know go check land cultivate last year compare area cultivate year,"If we really want to know what s going on, we have to check the land cultivated during last year compared to the area cultivated this year."
