	belief	title	author	year
736	As noted by the Economist (2007), President Obasanjo was accused of giving inducements to members of the National Assembly up to the tune of 50 million Naira (equivalent to US $ 6.5million).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
737	As revealed in the memoir of Condoleezza Rice, a former US Secretary of State in 2011, 'in 2006 when President Olusegun Obasanjo of Nigeria sidled up President Bush and suggested that he (Obasanjo) might change the constitution so that he could serve a third term, President Bush told him not to do it' (Rice, 2011:638).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
738	Obasanjo's behaviour consequently has been seen to be that of 'a deceptive democrat, whose penchant for power sporadically intoxicates like the Scottish rum'335.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
739	As noted by a prominent newspaper columnist, Alamu Tatalo, 'if anything, the last ten years stand as an eloquent	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
740	This latter perception speaks more to Nigeria's 1999 constitution which was authored by the military.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
741	The opposition parties, especially ACN view such attitude as a mutiny against the rule of law, and pressed for the reinstatement of Justice Salami by the National Assembly.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
742	This phenomenon forced Justice Kayode Eso, one of the foremost SAN in Nigeria to lament that the judiciary has been ridden with opportunist 'billionaire election tribunal judges' who are undermining the integrity of the judiciary.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
743	In this circumstance, many of the pseudo-democrats 'appear to embrace democratic principles while avoiding any risk of succumbing to popular preferences' (Roth, 2009:141).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
744	Ideally, despite the divergence of political elites, their formation and composition is supposed to be based on the value system and ideological orientation which they share (Kifordu, 2011).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
745	This explains why the likes of the late Olusola Saraki, Lamidi Adedibu and Andy Ubah among others have been influential members of Nigeria's political elite since 1999.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
746	For instance the presidential candidates of CPC, General Muhammadu Buhari after losing the 2011 election was quoted as saying that he would not go to court and that the people should demand their mandate through demonstration.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
747	To stress the fractured North-South relations, General Muhammadu Buhari, in the period leading to the 2011 elections also cautioned 'the political class, especially the ruling party that anybody who tries to undermine the interest of the people in the 2011 elections would be smashed by the kind of democratic revolution witnessed inNorth Africa' (Shiklam, 2011:23).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
748	Although Buhari statement is a consequence of the crisis of the skewed electoral process which has seen him losing the presidential election three times since 1999, statements capable of inciting violence is unacceptable of any democrat.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
749	Although the major recommendation of the charter have yet to be implemented by the current President, Macky Sall, who was a member of the dialogue, the abolition of the Senate (which was seen as the domain of patronage benefits reserved for the loyalists of the presidents) has been abolished.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
750	To stress the fractured relations and contradictions among the Nigerian political elites, the former Governor of Kaduna state, Lawal Kaita, claimed during the crisis of zoning in Nigeria that:	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
751	As they [coalition of ethnic based political elites and their parties] pulled apart, they placed more value on capturing political power for themselves and grew increasingly fearful about what seemed to them to be the grave consequence of losing power to their rivals in the competitions for power.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
752	As portrayed by a prominent member of APR, 'beyond the power tussle which ensured between Wade and his lieutenant [Idrissa Seck and Macky Sall], patronage control and instrumentalism was the defining conditions of elite formation in Senegal'.345 While there is breakdown of old coalition, new ones are formed.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
753	For example, President Obasanjo in his anticorruption war exonerated state Governors who supported his third term agenda despite huge evidence of corruption against them, whereas the Economic Financial Crime Commission (EFCC) had persecuted his perceived opponents (Suberu, 2007).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
754	Governors such as James of Ibori Delta state, Christopher of Alao-Akala of Oyo state, Olusegun Agagu of Ondo state, Alli Modu Sheriff of Bornu state, and Gabriel Suswan of Benue state, among others, had a free day syphoning and looting government covers (This Day, 2008).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
755	According to Tamba (2006:47), 'many sitting deputies do not have an adequate level of education (80 members out of 150 in the current legislature are illiterate in French) to do parliamentary works'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
756	He was found wanting in the spending of 75 million naira for the purchase of Sallah [Muslim ceremony] ram for senate members (The Punch, May 12000).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
757	The disapproval of the parliament against the constitutional changes of President Obasanjo and Abdoulaye Wade in 2007 and 2009 respectively, to elongate their tenure was suggestive of legislative autonomy in the face of executive abuse of the constitution.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
758	This is because the costs of subverting democratic institutions are perceived to be worse than the costs of conformity.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
759	Yet, respecting the rules is in their best interests and democracy since everyone gives up the culture of subverting democratic rules and procedures and democracy, is seen as the only game that is appropriate for their political system.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
